,Score,Rating,Total_shot,Woodwork,Shot_onTarget,Shot_offTarget,Shot_blocked,Possession,Touches,Pass%,Total_pass,Acc_pass,Key_pass,Dribble_won,Dribble_att,Dribbled_past,Dribble%,Aerial_won,Aerial_won%,Off_aerial,Def_aerial,Succ_Tack,Tack_att,Was_dribbled,Tack%,Clearance,Intercept,Corner,Corner%,Disposs,Err,Foul,Offside,W,D,L,Result
501,-1,-0.40000000000000036,11,0,2,4,5,6.0,68,5,21,36,7,8,9,-8,20,-10,-28,14,-14,-1,-9,-8,16,-35,8,9,-80,0,0,-5,0,0,0,1,L
502,2,0.54,14,-1,13,3,-2,-18.0,-197,-2,-203,-178,9,5,7,-5,4,6,16,0,0,1,-4,-5,11,15,-4,2,-20,-3,1,11,2,1,0,0,W
503,-1,-0.20999999999999996,12,2,4,8,0,49.599999999999994,473,20,467,457,9,1,4,-1,-7,8,34,8,-8,3,2,-1,8,-35,-9,6,38,-6,1,-7,0,0,0,1,L
504,1,0.7300000000000004,13,0,3,7,3,11.200000000000003,107,4,72,74,13,2,6,-2,-6,10,25,-2,2,-1,-3,-2,4,-17,2,7,50,-3,0,-7,-3,1,0,0,W
505,-1,-0.1200000000000001,12,0,-1,9,4,28.0,336,13,297,310,8,9,8,-9,29,0,0,0,0,-7,-16,-9,14,-22,11,6,44,8,2,-3,1,0,0,1,L
506,0,-0.08000000000000007,2,0,-1,1,2,13.799999999999997,102,4,122,108,2,-5,-9,5,3,-2,-5,-6,6,11,16,5,5,-7,-12,0,-34,-7,0,2,1,0,1,0,D
507,1,0.3200000000000003,0,0,1,-3,2,10.599999999999994,101,3,96,87,-2,7,11,-7,3,5,8,-13,13,-11,-18,-7,1,-17,-1,3,4,7,1,-1,2,1,0,0,W
508,0,0.14000000000000057,3,1,0,3,0,14.200000000000003,132,7,120,113,0,6,13,-6,-25,12,26,-14,14,-12,-18,-6,-7,-4,6,-2,0,5,-1,-7,2,0,1,0,D
509,0,0.019999999999999574,2,0,2,0,0,10.799999999999997,92,5,92,92,3,-2,3,2,-32,0,0,12,-12,4,6,2,-2,-5,-9,-4,-13,-9,0,-2,-1,0,1,0,D
510,1,0.05999999999999961,-14,-1,3,-10,-7,-38.800000000000004,-291,-19,-280,-271,-13,-13,-15,13,-19,-8,-20,4,-4,1,14,13,-28,40,10,-9,14,1,0,-1,-2,1,0,0,W
511,-3,-0.9699999999999998,6,0,-3,4,5,36.599999999999994,306,17,303,305,1,1,5,-1,-16,16,44,-18,18,-7,-8,-1,-14,-10,-3,8,0,3,-1,5,-2,0,0,1,L
512,-1,-0.7299999999999995,-1,-1,3,-4,0,2.5999999999999943,-17,-2,31,13,-1,-17,-15,17,-33,4,8,8,-8,-2,15,17,-33,5,-4,-3,46,0,1,2,-3,0,0,1,L
513,-1,-0.41999999999999993,10,0,3,2,5,21.0,162,13,155,156,9,1,2,-1,0,-7,-10,13,-13,-4,-5,-1,-1,-11,-7,6,56,3,-1,-1,3,0,0,1,L
514,3,0.8099999999999996,5,-1,5,-2,2,29.800000000000004,281,10,299,292,-2,4,3,-4,13,-6,-28,-4,4,-4,-8,-4,4,-16,-15,5,-57,5,0,-7,-1,1,0,0,W
515,-1,-0.5800000000000001,5,0,-2,4,3,5.400000000000006,38,1,38,35,2,-1,6,1,-36,-4,-8,-12,12,-9,-8,1,-16,-9,-10,-1,7,2,1,-9,1,0,0,1,L
516,0,0.020000000000000462,6,1,-2,4,4,9.799999999999997,84,5,71,70,3,-4,-8,4,6,-4,-8,4,-4,4,8,4,0,-12,0,2,-33,0,0,0,-1,0,1,0,D
517,-1,-0.33000000000000007,7,-1,0,2,5,-1.0,-20,-5,-12,-29,4,-4,-13,4,15,4,10,12,-12,12,16,4,3,-5,3,-2,-67,-3,1,-4,-5,0,0,1,L
518,1,0.2600000000000007,7,1,3,1,3,8.200000000000003,44,0,70,54,6,-7,-7,7,-16,-4,-8,8,-8,3,10,7,-13,-8,-3,-3,-50,-3,0,4,2,1,0,0,W
519,2,0.7399999999999993,4,2,1,3,0,-21.799999999999997,-184,-5,-205,-182,1,9,8,-9,30,-10,-16,28,-28,-6,-15,-9,15,-14,12,-1,25,7,0,8,0,1,0,0,W
520,1,0.3700000000000001,14,0,6,4,4,12.400000000000006,113,11,93,112,15,-9,-14,9,-5,6,14,0,0,4,13,9,-11,-5,-1,9,67,1,-1,0,0,1,0,0,W
521,2,0.7700000000000005,1,0,-2,4,-1,-5.0,-30,1,-35,-23,5,7,7,-7,21,-7,-16,-1,1,-1,-8,-7,19,13,4,-5,20,1,0,11,0,1,0,0,W
522,-3,-1.1900000000000004,-4,0,-4,3,-3,-50.0,-585,-25,-556,-563,-6,-7,-7,7,-47,6,28,-4,4,1,8,7,-36,12,-1,-2,67,-1,0,7,-1,0,0,1,L
523,2,0.6800000000000006,-2,0,4,-4,-2,-25.599999999999994,-281,-15,-244,-250,-7,-8,-7,8,-31,1,2,13,-13,8,16,8,-12,13,1,-4,67,-9,0,5,-1,1,0,0,W
524,0,-0.009999999999999787,6,2,0,5,1,-14.400000000000006,-103,-4,-131,-116,2,2,2,-2,3,-4,-14,14,-14,-7,-9,-2,-5,-6,6,6,13,7,0,0,4,0,1,0,D
525,0,-0.1200000000000001,14,-2,2,10,2,24.799999999999997,175,9,161,155,9,-1,1,1,-11,2,6,6,-6,-6,-5,1,-11,-44,-5,9,-90,4,0,4,1,0,1,0,D
526,0,0.11000000000000032,8,0,3,4,1,34.400000000000006,373,11,368,361,6,7,0,-7,24,-3,-14,3,-3,3,-4,-7,14,-32,2,8,0,4,-1,2,-1,0,1,0,D
527,-1,-0.25,-3,0,-2,-2,1,-6.799999999999997,-65,-6,-69,-73,0,1,4,-1,-16,6,12,10,-10,4,3,-1,11,3,-4,3,-32,-7,0,12,-2,0,0,1,L
528,1,0.40000000000000036,0,0,4,0,-4,18.599999999999994,168,13,150,158,3,7,8,-7,7,-2,-4,2,-2,-6,-13,-7,1,1,-4,3,25,5,0,-2,-2,1,0,0,W
529,1,0.3799999999999999,4,0,3,4,-3,3.5999999999999943,33,0,33,27,1,-5,-4,5,-16,21,48,-3,3,4,9,5,-7,0,-4,0,20,-5,0,-8,2,1,0,0,W
530,0,-0.019999999999999574,2,0,-4,2,4,-25.400000000000006,-256,-11,-251,-253,1,-5,-10,5,4,2,6,2,-2,1,6,5,-8,1,5,-3,22,4,0,7,-2,0,1,0,D
531,4,1.5499999999999998,11,2,3,4,4,21.0,204,7,200,199,7,2,6,-2,-11,4,25,6,-6,-2,-4,-2,0,1,-1,8,8,-2,0,-5,1,1,0,0,W
532,3,0.9800000000000004,-9,0,-5,-4,0,-30.800000000000004,-299,-23,-275,-301,-9,6,12,-6,-9,-9,-26,13,-13,2,-4,-6,16,-4,-4,3,-50,-8,0,-1,3,1,0,0,W
533,-2,-0.39000000000000057,3,2,-2,6,-1,30.199999999999996,307,15,279,279,3,7,2,-7,31,3,8,1,-1,6,-1,-7,23,-13,-11,4,0,-1,-1,-1,-3,0,0,1,L
534,1,0.16999999999999993,4,0,4,0,0,8.200000000000003,64,5,75,78,2,3,5,-3,-1,-5,-16,-1,1,-1,-4,-3,5,-14,-3,2,-37,-1,0,3,0,1,0,0,W
535,0,-0.07999999999999918,14,0,1,7,6,50.599999999999994,439,24,413,410,6,10,12,-10,9,-4,-10,-2,2,-8,-18,-10,10,-41,1,19,37,6,1,-3,0,0,1,0,D
536,-1,-0.2400000000000002,-4,1,-5,3,-2,-14.0,-122,-2,-136,-116,-5,8,11,-8,3,-1,-2,3,-3,1,-7,-8,19,-7,5,0,-50,-4,0,6,1,0,0,1,L
537,4,0.9299999999999997,9,-1,8,-1,2,-20.200000000000003,-236,-8,-202,-203,6,-15,-18,15,-14,8,28,6,-6,6,21,15,-23,-2,6,3,33,-3,0,7,-1,1,0,0,W
538,1,0.25,-4,-1,-3,-4,3,5.0,23,-2,36,23,-6,5,12,-5,-16,1,4,1,-1,1,-4,-5,12,-1,-4,3,0,-8,1,5,0,1,0,0,W
539,4,1.5200000000000005,9,0,4,6,-1,4.799999999999997,27,0,36,29,5,-2,-2,2,-12,2,6,0,0,8,10,2,-1,-4,0,0,0,-8,-2,-10,1,1,0,0,W
540,2,0.75,3,0,6,-6,3,-22.799999999999997,-195,-9,-198,-193,-1,0,1,0,-3,5,12,-5,5,3,3,0,7,2,9,-2,0,-4,-2,7,2,1,0,0,W
541,-1,-0.6500000000000004,-22,-2,-5,-15,-2,-26.0,-295,-10,-264,-270,-16,-6,-1,6,-35,13,40,-1,1,-2,4,6,-16,17,3,-3,-60,-3,2,-4,1,0,0,1,L
542,-2,-0.6299999999999999,0,0,-2,5,-3,-5.200000000000003,-25,2,-52,-34,2,3,4,-3,3,1,4,5,-5,-2,-5,-3,3,8,3,-4,38,1,2,-6,0,0,0,1,L
543,0,0.1999999999999993,0,0,1,-2,1,-20.200000000000003,-189,-4,-199,-194,3,5,5,-5,7,4,22,2,-2,5,0,-5,14,-2,7,-1,0,-5,0,-3,-1,0,1,0,D
544,3,1.08,2,0,1,3,-2,-11.200000000000003,-97,-4,-99,-88,-1,6,5,-6,15,4,8,6,-6,-8,-14,-6,2,1,-3,-2,100,9,0,2,2,1,0,0,W
545,2,0.8499999999999996,-1,0,2,-2,-1,25.599999999999994,312,7,302,298,0,9,17,-9,-1,2,20,-2,2,-13,-22,-9,2,-2,-4,-4,18,6,-1,-3,-1,1,0,0,W
546,-2,-0.8599999999999994,-4,0,-3,-4,3,-8.0,-100,-6,-92,-99,-2,-1,-7,1,15,1,2,5,-5,4,5,1,3,-15,-7,0,67,2,4,2,2,0,0,1,L
547,-1,-0.47999999999999954,5,2,-4,3,6,27.0,222,14,213,217,-2,-8,-7,8,-26,8,24,-4,4,0,8,8,-19,-15,-5,2,-33,-1,0,-7,0,0,0,1,L
548,0,0.33999999999999986,-1,0,0,-2,1,-3.799999999999997,-3,-1,-22,-19,0,16,9,-16,46,-13,-28,-13,13,10,-6,-16,41,8,2,2,-47,-3,0,-7,1,0,1,0,D
549,-1,-0.6600000000000001,-17,0,-6,-8,-3,-28.599999999999994,-304,-10,-291,-292,-16,-8,-17,8,16,-2,-12,0,0,1,9,8,-14,24,3,-9,-22,8,2,-3,-2,0,0,1,L
550,1,0.5,12,0,5,6,1,4.599999999999994,49,5,33,49,10,5,9,-5,-1,-1,-2,13,-13,-7,-12,-5,-1,-10,-4,8,-89,3,0,-2,-2,1,0,0,W
551,1,0.5799999999999992,10,0,10,2,-2,10.799999999999997,115,2,99,95,8,12,13,-12,18,11,38,7,-7,7,-5,-12,40,-6,-8,4,38,-8,2,1,1,1,0,0,W
552,0,0.16000000000000014,3,1,0,5,-2,29.800000000000004,300,15,271,273,1,6,16,-6,-14,13,34,-19,19,-19,-25,-6,-11,7,1,-2,-7,10,-1,-6,-4,0,1,0,D
553,3,1.1800000000000006,6,0,2,5,-1,-11.400000000000006,-101,-5,-108,-106,6,4,0,-4,22,-3,-10,7,-7,-5,-9,-4,3,-6,8,0,33,9,-1,-1,1,1,0,0,W
554,1,0.3700000000000001,8,0,3,5,0,-9.400000000000006,-129,-2,-124,-118,7,4,-2,-4,22,-4,-18,10,-10,2,-2,-4,8,-15,-2,5,-67,4,-1,7,-2,1,0,0,W
555,1,0.79,6,0,6,1,-1,-1.0,9,3,-10,8,7,7,11,-7,15,5,12,-10,10,4,-3,-7,24,2,9,4,-67,-9,0,2,-1,1,0,0,W
556,1,0.46999999999999975,1,1,0,-1,2,-5.400000000000006,-50,-2,-50,-47,0,-3,-4,3,-8,0,0,12,-12,1,4,3,-8,-2,5,0,100,0,0,3,1,1,0,0,W
557,-1,-0.1800000000000006,0,0,-2,0,2,24.799999999999997,241,7,225,211,-5,10,14,-10,14,-6,-22,-6,6,0,-10,-10,21,-8,3,1,-42,-4,0,-6,1,0,0,1,L
558,-1,-0.4400000000000004,3,0,1,2,0,23.200000000000003,204,13,194,197,1,8,6,-8,24,-1,-2,-1,1,4,-4,-8,22,-17,-7,8,44,-2,1,4,-2,0,0,1,L
559,1,0.2599999999999998,3,0,3,-1,1,-29.800000000000004,-264,-16,-251,-263,1,-4,1,4,-35,-5,-14,1,-1,-11,-7,4,-27,21,-2,-4,0,6,0,-7,0,1,0,0,W
560,-1,-0.5999999999999996,8,0,2,3,3,9.400000000000006,90,6,83,90,8,4,9,-4,-13,0,0,30,-30,-14,-18,-4,-16,-8,3,0,0,9,1,5,0,0,0,1,L
561,-1,-0.3100000000000005,-1,0,-4,1,2,-19.200000000000003,-201,-6,-212,-214,-2,-7,-12,7,1,-1,-6,1,-1,6,13,7,-10,-3,5,1,-30,-1,0,-3,1,0,0,1,L
562,2,0.7600000000000007,1,1,4,-2,-1,1.0,10,-2,13,3,-3,-4,-6,4,-6,4,14,2,-2,2,6,4,-8,16,-5,-2,17,0,0,-2,-2,1,0,0,W
563,2,0.6899999999999995,1,0,2,-3,2,-7.400000000000006,-61,-4,-55,-65,3,2,2,-2,7,-5,-16,-13,13,-1,-3,-2,5,12,3,4,27,1,-1,2,-1,1,0,0,W
564,0,-0.05999999999999961,1,0,-1,1,1,18.200000000000003,197,6,175,184,-3,-4,2,4,-21,-3,-42,5,-5,-8,-4,4,-15,-3,-3,1,-47,2,-1,-6,-2,0,1,0,D
565,2,0.8899999999999997,9,1,5,3,1,-8.599999999999994,-58,-3,-80,-76,5,-2,-4,2,3,8,22,-14,14,14,16,2,12,0,6,2,27,-12,0,-5,0,1,0,0,W
566,1,0.6299999999999999,6,1,3,2,1,1.7999999999999972,57,4,35,46,7,8,9,-8,17,-1,-4,-3,3,-1,-9,-8,18,19,1,-7,23,0,0,-4,-3,1,0,0,W
567,0,0.09999999999999964,15,0,2,10,3,19.0,195,5,168,153,7,12,16,-12,3,18,34,-2,2,1,-11,-12,29,-22,-9,8,30,-5,2,-3,-1,0,1,0,D
568,2,0.5700000000000003,1,0,2,-1,0,-19.799999999999997,-168,-9,-162,-163,1,-4,3,4,-38,-12,-32,-10,10,3,7,4,-8,4,0,4,-60,-9,1,4,-2,1,0,0,W
569,2,0.8700000000000001,1,-1,5,-1,-3,-9.599999999999994,-71,-4,-72,-72,-2,3,-1,-3,22,9,24,-19,19,4,1,-3,13,9,3,-3,-44,0,-1,1,1,1,0,0,W
570,-1,-0.34999999999999964,23,0,5,9,9,10.599999999999994,101,4,79,85,16,1,4,-1,-8,10,22,10,-10,-11,-12,-1,-10,-6,6,10,-13,8,0,-1,-1,0,0,1,L
571,0,0.1200000000000001,5,0,2,0,3,11.599999999999994,110,5,118,118,3,1,10,-1,-44,12,42,-2,2,-7,-8,-1,-9,9,-2,-4,60,-2,0,-2,0,0,1,0,D
572,3,0.8400000000000007,-4,0,2,-7,1,24.799999999999997,291,8,272,280,-4,-9,-6,9,-27,3,12,-17,17,1,10,9,-16,1,1,-2,25,-4,0,-5,1,1,0,0,W
573,-1,-0.39000000000000057,1,0,-2,0,3,0.7999999999999972,1,-2,-3,-12,2,-6,-12,6,4,-2,-6,-2,2,4,10,6,-11,-9,3,2,0,2,0,1,2,0,0,1,L
574,5,1.5299999999999994,2,0,5,-3,0,-1.7999999999999972,2,-2,1,-6,3,-6,-5,6,-27,-6,-25,-6,6,0,6,6,-19,10,1,-4,-24,-1,0,-2,0,1,0,0,W
575,2,0.6100000000000003,7,0,4,0,3,30.199999999999996,301,11,299,312,1,-8,-9,8,-34,-9,-40,-1,1,-4,4,8,-32,-8,1,2,-75,5,-2,-5,0,1,0,0,W
576,-1,-0.16999999999999993,4,0,-1,5,0,2.0,17,2,-3,10,4,11,16,-11,21,5,12,-1,1,-2,-13,-11,22,-15,1,-2,-50,-3,0,1,1,0,0,1,L
577,1,0.6400000000000006,6,0,1,5,0,12.599999999999994,150,5,137,139,7,8,2,-8,43,-5,-16,7,-7,9,1,-8,28,-3,2,0,25,-3,-1,-13,3,1,0,0,W
578,-1,-0.29000000000000004,0,0,-4,4,0,-8.400000000000006,-97,-4,-93,-93,1,-2,-5,2,3,-2,-10,8,-8,3,5,2,-1,-3,-2,2,5,0,0,0,3,0,0,1,L
579,-1,-0.22999999999999954,17,1,4,8,5,30.0,212,15,211,205,11,6,5,-6,23,-3,-4,15,-15,9,3,-6,29,-26,-8,8,-2,-8,0,-3,-1,0,0,1,L
580,0,0.08000000000000007,10,0,1,7,2,10.400000000000006,79,5,75,80,5,-2,2,2,-22,14,42,-2,2,4,6,2,-2,-5,-3,2,50,-8,-1,8,1,0,1,0,D
581,1,0.27999999999999936,-4,-1,2,-4,-2,-13.200000000000003,-123,-3,-129,-122,-4,-2,-7,2,12,3,8,-5,5,4,6,2,2,5,1,0,-50,0,0,3,2,1,0,0,W
582,-1,-0.34999999999999964,-4,-1,-4,5,-5,-12.599999999999994,-130,-5,-123,-127,-2,-9,-14,9,0,3,10,15,-15,3,12,9,-12,4,9,-4,67,2,1,8,-3,0,0,1,L
583,0,0.0,4,0,0,2,2,13.200000000000003,125,7,117,118,-1,14,14,-14,19,-5,-10,-15,15,-9,-23,-14,10,-9,1,-2,-42,9,0,2,-1,0,1,0,D
584,1,0.4900000000000002,0,1,1,-3,2,6.400000000000006,55,2,51,51,3,3,6,-3,-5,-2,-6,-2,2,-3,-6,-3,1,-1,-4,2,-17,0,-1,6,3,1,0,0,W
585,0,0.0600000000000005,2,0,0,2,0,26.400000000000006,223,13,237,234,-1,-7,-14,7,5,0,0,-16,16,13,20,7,-6,-13,-1,1,-3,-6,0,-3,-2,0,1,0,D
586,1,0.45999999999999996,9,0,4,4,1,8.0,78,6,60,76,7,4,7,-4,-4,0,0,-6,6,0,-4,-4,7,-9,-6,5,-67,-3,0,4,2,1,0,0,W
587,-1,-0.1200000000000001,-2,1,2,-4,0,22.0,202,7,199,186,-6,12,6,-12,42,8,18,16,-16,0,-12,-12,25,-12,-2,0,34,5,-1,-3,3,0,0,1,L
588,1,0.3600000000000003,11,1,5,3,3,-14.799999999999997,-189,-5,-166,-159,5,1,4,-1,-5,7,14,-9,9,-7,-8,-1,-4,-7,-5,1,17,4,-1,6,-3,1,0,0,W
589,-1,-0.5099999999999998,6,0,3,4,-1,26.599999999999994,256,13,251,255,5,-11,-13,11,-36,2,4,-6,6,0,11,11,-29,-16,4,3,10,2,0,-11,2,0,0,1,L
590,0,0.05000000000000071,-8,0,-3,-4,-1,-7.200000000000003,-63,-4,-61,-73,-9,-1,-2,1,1,-1,-4,-1,1,-1,0,1,-4,9,7,-1,10,2,1,-2,-3,0,1,0,D
591,1,0.40000000000000036,-3,0,1,0,-4,11.599999999999994,111,6,92,89,-3,1,1,-1,4,-13,-22,-17,17,-3,-4,-1,-1,11,-15,-4,-25,3,0,-5,-2,1,0,0,W
592,3,1.1800000000000006,15,0,6,1,8,37.800000000000004,387,14,389,380,12,0,-4,0,17,8,26,-8,8,6,6,0,7,-14,5,7,75,-2,0,2,1,1,0,0,W
593,-2,-0.7400000000000002,-16,0,-5,-8,-3,14.400000000000006,122,5,130,127,-14,6,4,-6,29,-5,-12,-5,5,2,-4,-6,21,-1,-1,-6,-7,0,0,3,-1,0,0,1,L
594,0,0.14000000000000057,1,0,0,0,1,2.4000000000000057,51,7,39,55,1,4,-2,-4,22,-1,-2,-9,9,-3,-7,-4,6,12,-1,-4,-80,9,-1,-1,-4,0,1,0,D
595,1,0.4400000000000004,4,1,3,-1,2,10.799999999999997,99,4,104,105,2,9,4,-9,39,-8,-20,6,-6,6,-3,-9,31,-7,-1,0,0,-1,0,3,2,1,0,0,W
596,0,-0.34000000000000075,4,-1,3,3,-2,30.199999999999996,233,14,241,232,2,-6,-1,6,-36,1,2,1,-1,-1,5,6,-20,0,-5,2,13,-4,1,9,-1,0,1,0,D
597,1,-0.020000000000000462,-10,-2,2,-7,-5,-32.400000000000006,-337,-14,-297,-311,-11,-7,-10,7,-11,0,0,10,-10,-5,2,7,-21,7,-4,-3,67,8,-1,3,-1,1,0,0,W
598,1,0.5200000000000005,5,0,-1,3,3,-13.0,-89,-7,-104,-103,6,-3,-4,3,-10,7,14,5,-5,13,16,3,10,4,8,0,-25,-12,0,-2,-1,1,0,0,W
599,3,1.12,10,0,6,4,0,22.400000000000006,164,10,158,155,10,0,-4,0,14,8,18,-8,8,11,11,0,19,-4,0,0,0,-7,0,4,1,1,0,0,W
600,0,-0.040000000000000036,-2,-1,-1,0,-1,17.799999999999997,181,10,136,149,-6,4,6,-4,7,16,34,-6,6,-4,-8,-4,6,-14,-3,2,-17,3,2,-3,0,0,1,0,D
601,0,0.019999999999999574,-1,0,-4,-1,4,-0.7999999999999972,-11,0,-17,-16,-1,0,-4,0,17,3,14,5,-5,8,8,0,11,-13,1,3,25,-4,0,-2,4,0,1,0,D
602,2,0.8100000000000005,2,0,4,-7,5,32.199999999999996,330,8,316,312,1,5,12,-5,-10,8,36,0,0,-6,-11,-5,3,-8,3,5,-57,-1,0,3,0,1,0,0,W
603,1,0.21999999999999975,11,-1,5,2,4,0.7999999999999972,0,4,-5,11,6,-1,-1,1,-2,-9,-18,-9,9,-7,-6,1,-10,-4,-1,8,-22,7,0,0,1,1,0,0,W
604,3,0.9699999999999998,17,0,13,1,3,9.0,102,5,87,98,11,1,-5,-1,22,5,24,9,-9,4,3,-1,6,0,1,6,71,2,0,-8,0,1,0,0,W
605,0,0.1900000000000004,1,0,0,2,-1,-1.2000000000000028,12,-4,0,-18,-1,9,1,-9,63,1,4,5,-5,3,-6,-9,35,12,4,-2,0,5,-1,-2,0,0,1,0,D
606,2,0.5099999999999998,7,1,1,2,4,-13.200000000000003,-143,-6,-128,-129,3,0,-4,0,17,-5,-14,-3,3,-4,-4,0,-4,-19,-1,2,-67,8,-1,-6,2,1,0,0,W
607,-2,-0.6699999999999999,-1,-1,0,-6,5,44.400000000000006,464,18,464,471,-3,5,3,-5,13,3,14,-5,5,3,-2,-5,13,-8,-5,0,-16,-1,0,-1,3,0,0,1,L
608,1,0.34999999999999964,-3,0,-1,-2,0,0.0,3,1,6,7,0,-2,1,2,-15,7,26,-7,7,-7,-5,2,-10,14,-3,-1,20,4,0,9,-3,1,0,0,W
609,1,0.6499999999999995,10,1,2,4,4,-18.799999999999997,-167,-5,-158,-145,5,-11,-14,11,-23,7,16,7,-7,10,21,11,-17,16,3,-2,11,-7,-1,3,0,1,0,0,W
610,6,2.05,5,0,7,-3,1,44.400000000000006,513,16,502,503,5,9,9,-9,25,-2,-6,-22,22,0,-9,-9,25,14,-2,-6,-33,0,2,1,2,1,0,0,W
611,2,0.75,-2,1,-4,0,2,17.200000000000003,216,6,203,207,1,6,11,-6,-7,0,0,-4,4,-6,-12,-6,1,-5,-3,1,-10,1,1,2,-2,1,0,0,W
612,3,0.9900000000000002,8,0,3,2,3,1.0,32,3,11,22,6,-2,-6,2,11,5,16,1,-1,2,4,2,-1,6,9,1,40,2,0,1,-2,1,0,0,W
613,3,0.9800000000000004,7,0,3,3,1,-0.20000000000000284,2,-2,-5,-13,6,-1,-4,1,8,-3,-8,15,-15,-5,-4,1,-10,2,-9,0,0,8,0,-3,-1,1,0,0,W
614,1,0.27999999999999936,1,0,2,-1,0,-7.799999999999997,-92,-4,-86,-88,2,-1,-5,1,8,-7,-18,11,-11,1,2,1,0,-16,-2,4,20,3,0,-5,-1,1,0,0,W
615,0,0.3700000000000001,-2,0,-4,3,-1,-5.599999999999994,-33,-3,-38,-39,-1,5,3,-5,26,5,14,9,-9,6,1,-5,19,8,6,-3,50,-4,-1,-7,0,0,1,0,D
616,1,0.2999999999999998,10,0,4,3,3,23.799999999999997,243,11,237,254,7,3,0,-3,16,-17,-62,-5,5,-2,-5,-3,3,-17,-4,3,-10,5,0,0,-1,1,0,0,W
617,3,1.1000000000000005,14,0,5,7,2,-22.400000000000006,-170,-8,-207,-189,11,1,-1,-1,13,-2,-4,28,-28,-1,-2,-1,1,-9,5,6,-12,3,0,-6,4,1,0,0,W
618,3,1.0200000000000005,6,0,4,5,-3,-2.5999999999999943,-45,-3,-32,-41,1,-6,-9,6,-2,1,4,7,-7,10,16,6,-2,-4,4,2,42,-7,0,8,1,1,0,0,W
619,0,0.16000000000000014,-4,0,0,0,-4,5.799999999999997,36,1,60,54,-3,-7,-8,7,-21,7,22,3,-3,14,21,7,5,-2,-5,-10,42,-13,1,3,0,0,1,0,D
620,0,0.20000000000000018,-1,-1,-2,4,-3,-26.0,-207,-16,-201,-201,-2,-6,-8,6,-1,-14,-34,-6,6,15,21,6,7,15,7,-10,64,-13,0,-4,-1,0,1,0,D
621,1,0.41999999999999993,-7,0,1,-2,-6,-13.599999999999994,-137,-6,-126,-133,-6,4,5,-4,17,0,0,6,-6,-2,-6,-4,12,-1,-1,-1,50,1,0,-7,1,1,0,0,W
622,3,1.0600000000000005,11,2,3,6,2,-25.400000000000006,-253,-10,-257,-256,7,-5,-6,5,-11,2,8,-6,6,-2,3,5,-16,-8,2,1,50,3,-1,7,0,1,0,0,W
623,2,0.8499999999999996,14,-1,8,4,2,0.20000000000000284,-3,3,-10,7,10,-2,1,2,-28,18,32,2,-2,0,2,2,-11,-13,2,2,25,-3,1,-2,1,1,0,0,W
624,2,0.8800000000000008,7,1,2,5,0,-21.0,-182,-8,-171,-175,9,-6,-16,6,13,4,16,-2,2,16,22,6,11,9,-6,-2,43,-6,-2,-4,1,1,0,0,W
625,0,0.16999999999999993,18,0,9,7,2,29.599999999999994,296,12,270,274,13,8,7,-8,21,5,12,3,-3,1,-7,-8,20,-27,9,7,-75,0,0,1,0,0,1,0,D
626,1,0.41999999999999993,3,-1,4,-2,1,7.400000000000006,86,4,71,78,1,0,1,0,-3,6,18,-8,8,-1,-1,0,-1,6,4,-3,23,0,0,3,1,1,0,0,W
627,0,0.10999999999999943,2,-1,2,1,-1,-8.599999999999994,-55,-2,-62,-58,2,3,4,-3,2,6,18,6,-6,4,1,-3,10,5,6,-1,-12,-5,-2,-3,-3,0,1,0,D
628,0,-0.20999999999999996,-4,0,-3,3,-4,1.7999999999999972,-3,-1,13,4,-4,1,1,-1,2,-7,-18,-21,21,-2,-3,-1,-1,-9,-5,-4,-38,2,1,3,2,0,1,0,D
629,1,0.5899999999999999,5,2,1,3,1,1.2000000000000028,-10,0,9,9,7,0,4,0,-11,-4,-12,4,-4,3,3,0,4,-6,-4,6,-12,-7,0,3,0,1,0,0,W
630,1,0.5300000000000002,3,0,0,1,2,-12.0,-116,-4,-104,-101,3,0,4,0,-7,5,12,15,-15,4,4,0,4,6,-2,-2,50,-7,0,0,-1,1,0,0,W
631,3,1.0100000000000007,-1,0,3,-2,-2,-4.400000000000006,-39,-1,-57,-54,-2,5,4,-5,15,1,4,3,-3,10,5,-5,26,-2,0,3,-7,-9,0,4,2,1,0,0,W
632,-1,-0.33000000000000007,3,0,5,4,-6,25.400000000000006,253,11,243,249,2,4,11,-4,-9,10,36,-16,16,2,-2,-4,11,-12,-2,-1,5,-9,0,0,0,0,0,1,L
633,1,0.1999999999999993,1,0,1,-3,3,-22.799999999999997,-222,-4,-210,-204,3,-11,-13,11,-22,-7,-36,-3,3,-2,9,11,-29,25,2,-3,36,4,0,-4,1,1,0,0,W
634,2,0.3799999999999999,-2,0,1,1,-4,-35.599999999999994,-308,-15,-297,-297,3,-8,-6,8,-19,-4,-10,10,-10,-3,5,8,-17,22,-3,-4,33,1,1,1,1,1,0,0,W
635,-2,-0.8300000000000001,-4,0,-4,-2,2,-44.800000000000004,-424,-20,-412,-410,-7,1,-3,-1,16,-5,-12,13,-13,1,0,-1,3,3,6,-6,-57,3,0,3,2,0,0,1,L
636,0,-0.11999999999999922,9,0,4,2,3,38.800000000000004,308,22,324,322,9,3,10,-3,-14,-1,-2,5,-5,-10,-13,-3,-8,-28,-5,8,-56,3,0,3,-2,0,1,0,D
